zdaid;zdaversion;zdacreated;zdachanged;zdaname;zdaxepsg2154;zdayepsg2154;zdcid;zdapostalregion;zdatown;zdatype
45777;45777-1146981;2014-12-29T15:31:51+00:00;2024-09-25T08:35:21+00:00;La Plaine;677799;6812594;477676;77186;Fontainebleau;onstreetBus
55678;55678-61585;2014-12-29T15:31:51+00:00;2024-09-25T08:34:54+00:00;Haut Changis;679995;6813133;61585;77014;Avon;onstreetBus
425354;1466664-828289;2016-12-08T00:00:00+00:00;2024-09-25T08:34:06+00:00;Espinard / Fontaineroux;685431;6815162;61646;77226;Héricy;onstreetBus
55712;55712-61657;2014-12-29T15:31:51+00:00;2024-09-25T08:33:49+00:00;Croix de Fer;684118;6815931;61657;77226;Héricy;onstreetBus
47655;47655-61565;2014-12-29T15:31:51+00:00;2024-09-25T08:33:40+00:00;Collège la Vallée;680146;6812565;61565;77014;Avon;onstreetBus
55685;1431755-1431756;2014-12-29T15:31:51+00:00;2024-09-25T08:33:29+00:00;Clos de la Mulatière;677521;6819972;61736;77037;Bois-le-Roi;onstreetBus
55673;1328504-1328503;2014-12-29T00:00:00+00:00;2024-09-25T08:33:22+00:00;Charité;679145;6811199;61505;77186;Fontainebleau;onstreetBus
59114;59114-1234610;2014-12-29T15:31:51+00:00;2024-09-25T08:32:32+00:00;Abreuvoir;681476;6813565;480603;77442;Samoreau;onstreetBus
44756;44756-61533;2014-12-29T15:31:51+00:00;2024-09-25T08:32:29+00:00;Rue du 4 Septembre;684388;6811909;61533;77463;Thomery;onstreetBus
44862;44862-61418;2014-12-29T15:31:51+00:00;2024-09-24T15:29:47+00:00;Saint Donain;701305;6808927;61418;77279;Marolles-sur-Seine;onstreetBus
56107;56107-61472;2014-12-29T15:31:51+00:00;2024-09-24T15:29:28+00:00;Rue des Trop Chères;686081;6810043;61472;77419;Saint-Mammès;onstreetBus
56062;56062-61447;2014-12-29T15:31:51+00:00;2024-09-24T15:29:22+00:00;Rue des Dames;696145;6809559;61447;77305;Montereau-Fault-Yonne;onstreetBus
56065;56065-61473;2014-12-29T15:31:51+00:00;2024-09-24T15:29:18+00:00;Rue de Provins;697182;6809980;61473;77305;Montereau-Fault-Yonne;onstreetBus
462220;994635-995181;2018-09-10T21:10:14+00:00;2024-09-24T15:29:13+00:00;Rue de Bray;699013;6807802;462221;77061;Cannes-Écluse;onstreetBus
56110;1361503-1361502;2014-12-29T00:00:00+00:00;2024-09-24T15:28:39+00:00;Poste EDF Le Chesnoy;690047;6809682;61449;77494;Vernou-la-Celle-sur-Seine;onstreetBus
47129;47129-1805926;2014-12-29T15:31:51+00:00;2024-09-24T15:28:25+00:00;Pont;685797;6809920;61463;77419;Saint-Mammès;onstreetBus
56054;56054-61578;2014-12-29T15:31:51+00:00;2024-09-24T15:27:27+00:00;Nanon;698556;6812769;61578;77409;Saint-Germain-Laval;onstreetBus
56011;56011-61396;2014-12-29T15:31:51+00:00;2024-09-24T15:26:59+00:00;Marais d'Air;695213;6808257;61396;77482;Varennes-sur-Seine;onstreetBus
56047;56047-61400;2014-12-29T15:31:51+00:00;2024-09-24T15:26:43+00:00;Mairie;694766;6808397;61400;77482;Varennes-sur-Seine;onstreetBus
44020;44020-61448;2014-12-29T15:31:51+00:00;2024-09-24T15:26:32+00:00;Mairie;702555;6809578;61448;77279;Marolles-sur-Seine;onstreetBus
425900;837998-838014;2017-02-16T00:00:00+00:00;2024-09-24T15:26:09+00:00;Liberté;696513;6810979;425902;77305;Montereau-Fault-Yonne;onstreetBus
47133;47133-61451;2014-12-29T15:31:51+00:00;2024-09-24T15:25:52+00:00;Les Coudraies;689684;6809613;61451;77494;Vernou-la-Celle-sur-Seine;onstreetBus
486953;1461170-1461175;2023-04-04T17:58:17+00:00;2024-09-24T15:25:25+00:00;Le Maulny 2;699911;6814944;61640;77245;Laval-en-Brie;onstreetBus
47149;47149-1805927;2014-12-29T15:31:51+00:00;2024-09-24T15:24:49+00:00;Jean-Paul II;696858;6809568;61454;77305;Montereau-Fault-Yonne;onstreetBus
56038;56038-61362;2014-12-29T15:31:51+00:00;2024-09-24T15:24:39+00:00;Grand Fossard;697707;6806631;61362;77172;Esmans;onstreetBus
473078;1086010-1086012;2019-03-10T00:00:00+00:00;2024-09-24T15:24:11+00:00;Gare de La Grande-Paroisse;692379;6808759;61412;77210;La Grande-Paroisse;onstreetBus
56073;1349316-1349315;2014-12-29T00:00:00+00:00;2024-09-24T15:24:00+00:00;Faubourg Saint-Maurice;697090;6809765;61460;77305;Montereau-Fault-Yonne;onstreetBus
426528;995150-995156;2017-06-07T00:00:00+00:00;2024-09-24T15:23:39+00:00;EDF Lab les Renardières;688265;6808232;426529;77316;Moret-Loing-et-Orvanne;onstreetBus
42791;42791-61437;2014-12-29T15:31:51+00:00;2024-09-24T15:23:19+00:00;Croix de la Mission;701797;6809443;61437;77279;Marolles-sur-Seine;onstreetBus
56024;56024-61421;2014-12-29T15:31:51+00:00;2024-09-24T15:22:16+00:00;Bois Prieur;684052;6809167;61421;77316;Moret-Loing-et-Orvanne;onstreetBus
56109;56109-61466;2014-12-29T15:31:51+00:00;2024-09-24T15:22:09+00:00;Basse Roche;691010;6809915;61466;77494;Vernou-la-Celle-sur-Seine;onstreetBus
56013;56013-1206858;2014-12-29T15:31:51+00:00;2024-09-24T15:22:06+00:00;Bas Clos;693024;6809396;61439;77210;La Grande-Paroisse;onstreetBus
477949;1152748-1152754;2019-08-26T00:00:00+00:00;2024-09-24T15:21:56+00:00;Avenue de Fontainebleau;684720;6808562;477950;77316;Moret-Loing-et-Orvanne;onstreetBus
473515;1098766-1119838;2019-03-15T00:00:00+00:00;2024-09-24T08:27:36+00:00;Gare de Saint-Ouen-l'Aumône - Liesse;636244;6881873;66659;95572;Saint-Ouen-l'Aumône;onstreetBus
421245;748671-1609077;2016-01-29T21:14:59+00:00;2024-09-23T13:52:29+00:00;Orme Macaire;638042;6877912;492156;95306;Herblay;onstreetBus
45117;1608634-71170;2014-12-29T15:31:51+00:00;2024-09-18T12:32:50+00:00;Bac - Saint-Placide / Vaneau;650305;6861273;71170;75106;Paris 6e;onstreetBus
43733;43733-73339;2014-12-29T15:31:51+00:00;2024-09-11T15:23:00+00:00;Les Gazelles;668046;6867081;73339;93047;Montfermeil;onstreetBus
49954;49954-61344;2014-12-29T15:31:51+00:00;2024-09-09T15:03:09+00:00;Meun;667742;6805186;61344;77001;Achères-la-Forêt;onstreetBus
53673;53673-61296;2014-12-29T15:31:51+00:00;2024-09-09T14:58:20+00:00;Gare Routière;668153;6802169;61296;77088;La Chapelle-la-Reine;onstreetBus
49982;49982-59472;2014-12-29T15:31:51+00:00;2024-09-09T14:56:59+00:00;Chesnay;662731;6810680;59472;77339;Noisy-sur-École;onstreetBus
417888;1398140-1398141;2015-06-04T00:00:00+00:00;2024-09-06T15:23:48+00:00;Rond-Point du Cormier;641607;6873547;481081;95176;Cormeilles-en-Parisis;onstreetBus
47614;1567672-1567673;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Érables;642654;6872087;483231;95018;Argenteuil;onstreetBus
48995;48995-65268;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Fauvettes;640702;6873844;65268;95176;Cormeilles-en-Parisis;onstreetBus
44540;44540-64347;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Poste;636862;6862878;64347;78092;Bougival;onstreetBus
42158;42158-64784;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Aboukir;638330;6869870;64784;78586;Sartrouville;onstreetBus
56747;56747-65182;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;L'Angoumois;641889;6873173;65182;95018;Argenteuil;onstreetBus
42558;42558-64618;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Charmettes;636707;6867321;64618;78650;Le Vésinet;onstreetBus
53769;1327176-1327177;2014-12-29T00:00:00+00:00;2024-09-06T15:23:48+00:00;Carrefour de la Croix;636711;6865103;64460;78190;Croissy-sur-Seine;onstreetBus
53770;1192316-1192318;2014-12-29T00:00:00+00:00;2024-09-06T15:23:48+00:00;Chanorier;637833;6864558;64433;78190;Croissy-sur-Seine;onstreetBus
53779;53779-64328;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;La Feuilleraie;636848;6862584;64328;78092;Bougival;onstreetBus
53820;53820-64625;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Monceau;639022;6867477;64625;78124;Carrières-sur-Seine;onstreetBus
53840;53840-64676;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Salle des Fêtes;640119;6868197;64676;78124;Carrières-sur-Seine;onstreetBus
50076;50076-65214;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Clémenceau;644286;6873467;65214;95018;Argenteuil;onstreetBus
50097;50097-64981;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Marjolaine;642616;6871679;64981;95018;Argenteuil;onstreetBus
50157;50157-64962;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Alphonse Allais;640334;6871556;64962;78586;Sartrouville;onstreetBus
50164;50164-64882;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Convention;638980;6870764;64882;78586;Sartrouville;onstreetBus
50166;50166-65016;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Saint-Exupéry;641006;6871932;65016;78586;Sartrouville;onstreetBus
50114;1579669-1579668;2014-12-29T00:00:00+00:00;2024-09-06T15:23:48+00:00;Résédas;642388;6871702;64983;95018;Argenteuil;onstreetBus
51633;51633-64926;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Jolis Monts;639993;6871344;64926;78586;Sartrouville;onstreetBus
44663;1219437-1219438;2014-12-29T00:00:00+00:00;2024-09-06T14:34:07+00:00;Vieille Ligne;657394;6798094;480350;77060;Buthiers;onstreetBus
57439;57439-1607911;2014-12-29T15:31:51+00:00;2024-09-06T14:33:37+00:00;Mairie;668156;6801943;61293;77088;La Chapelle-la-Reine;onstreetBus
49990;49990-59425;2014-12-29T15:31:51+00:00;2024-09-06T14:32:38+00:00;Ferme;659675;6805313;59425;77471;Tousson;onstreetBus
49970;49970-61301;2014-12-29T15:31:51+00:00;2024-09-06T14:32:14+00:00;Château d'Eau;668664;6802280;61301;77088;La Chapelle-la-Reine;onstreetBus
50059;50059-59416;2014-12-29T15:31:51+00:00;2024-09-06T14:31:55+00:00;Bois Minard;657698;6803609;59416;77328;Nanteau-sur-Essonne;onstreetBus
49972;49972-61305;2014-12-29T15:31:51+00:00;2024-09-06T14:31:50+00:00;Bessonville;669915;6802408;61305;77088;La Chapelle-la-Reine;onstreetBus
49955;49955-61241;2014-12-29T15:31:51+00:00;2024-09-06T14:31:26+00:00;Amponville;664980;6797514;61241;77003;Amponville;onstreetBus
45219;45219-71617;2014-12-29T15:31:51+00:00;2024-09-05T16:47:35+00:00;Dubrunfaut;655296;6860242;71617;75112;Paris 12e;onstreetBus
45168;1353721-1353722;2014-12-29T00:00:00+00:00;2024-09-05T16:47:35+00:00;Petites Écuries;652164;6863953;71336;75109;Paris 9e;onstreetBus
42332;42332-71303;2014-12-29T15:31:51+00:00;2024-09-05T16:47:35+00:00;Bibliothèque Nationale;651423;6863221;71303;75102;Paris 2e;onstreetBus
473675;1101248-71363;2019-03-19T00:00:00+00:00;2024-09-05T16:47:35+00:00;La Fayette - Poissonnière;652262;6864414;71363;75109;Paris 9e;onstreetBus
49167;1607125-1607126;2014-12-29T15:31:51+00:00;2024-09-03T15:53:15+00:00;Sainte-Apolline;623220;6855531;63863;78490;Plaisir;onstreetBus
48941;1606844-1592200;2014-12-29T15:31:51+00:00;2024-09-02T14:34:34+00:00;Président Georges Pompidou;645015;6876750;65818;95219;Ermont;onstreetBus
45631;45631-71827;2014-12-29T15:31:51+00:00;2024-08-29T17:19:09+00:00;Henri Chevreau;655186;6863340;71827;75120;Paris 20e;onstreetBus
462397;999476-1804174;2018-09-25T00:00:00+00:00;2024-08-28T07:34:05+00:00;Aéroport CDG 2 (Terminal 2) - CDGVal;668656;6878402;73699;77291;Le Mesnil-Amelot;onstreetBus
48973;48973-66395;2014-12-29T15:31:51+00:00;2024-08-27T11:59:33+00:00;Salvador Allende;642537;6879364;66395;95607;Taverny;onstreetBus
46488;46488-66245;2014-12-29T15:31:51+00:00;2024-08-27T11:59:16+00:00;Rue du Général Leclerc;645874;6878482;66245;95574;Saint-Prix;onstreetBus
49079;49079-65616;2014-12-29T15:31:51+00:00;2024-08-27T11:59:03+00:00;Rue de Sannois;645552;6875698;65616;95219;Ermont;onstreetBus
57726;57726-65945;2014-12-29T15:31:51+00:00;2024-08-27T11:58:57+00:00;Rue de Paris;639334;6877289;65945;95306;Herblay;onstreetBus
48979;48979-65824;2014-12-29T15:31:51+00:00;2024-08-27T11:58:25+00:00;Quai des Marques;642041;6876788;65824;95252;Franconville;onstreetBus
49066;49066-65641;2014-12-29T15:31:51+00:00;2024-08-27T11:58:23+00:00;Quai de Seine;639476;6875910;65641;95257;La Frette-sur-Seine;onstreetBus
486527;1452131-1453940;2022-12-19T10:32:40+00:00;2024-08-27T11:58:07+00:00;Port aux Vins;639021;6876745;486685;95306;Herblay;onstreetBus
47557;47557-1592747;2014-12-29T15:31:51+00:00;2024-08-27T11:58:01+00:00;Pommiers Saulniers;643329;6877741;491914;95252;Franconville;onstreetBus
48869;48869-65285;2014-12-29T15:31:51+00:00;2024-08-27T11:57:08+00:00;Mazagran;645816;6873895;65285;95018;Argenteuil;onstreetBus
58132;58132-66004;2014-12-29T15:31:51+00:00;2024-08-27T11:56:59+00:00;Mare aux Fées;643238;6877447;66004;95252;Franconville;onstreetBus
52782;1188423-1188422;2014-12-29T00:00:00+00:00;2024-08-27T11:56:45+00:00;Mairie;648746;6882800;66757;95091;Bouffémont;onstreetBus
47554;47554-654723;2014-12-29T15:31:51+00:00;2024-08-27T11:56:40+00:00;Mairie;643619;6876376;415631;95252;Franconville;onstreetBus
58702;58702-73985;2014-12-29T15:31:51+00:00;2024-08-27T11:56:16+00:00;Les Petites Vignes;638727;6879384;73985;95306;Herblay;onstreetBus
419860;725425-725427;2015-08-21T21:16:49+00:00;2024-08-27T11:56:06+00:00;Les Genêts;642013;6878001;419861;95424;Montigny-lès-Cormeilles;onstreetBus
49016;49016-66443;2014-12-29T15:31:51+00:00;2024-08-27T11:55:50+00:00;Les Courlains;636835;6879823;66443;95306;Herblay;onstreetBus
47579;47579-1592517;2014-12-29T15:31:51+00:00;2024-08-27T11:55:29+00:00;Les Beauchamps;641605;6880326;491912;95051;Beauchamp;onstreetBus
419841;725343-725345;2015-08-21T21:15:06+00:00;2024-08-27T11:54:19+00:00;Ibis;642055;6874921;419842;95176;Cormeilles-en-Parisis;onstreetBus
49057;49057-66357;2014-12-29T15:31:51+00:00;2024-08-27T11:54:02+00:00;Gérard Donzelle;646079;6879075;66357;95574;Saint-Prix;onstreetBus
57451;57451-65891;2014-12-29T15:31:51+00:00;2024-08-27T11:52:23+00:00;Espace André Malraux;639564;6877104;65891;95306;Herblay;onstreetBus
59111;59111-74189;2014-12-29T15:31:51+00:00;2024-08-27T11:52:21+00:00;Epinémerie;637833;6878174;74189;95306;Herblay;onstreetBus
419839;725334-840982;2015-08-21T21:15:00+00:00;2024-08-27T11:52:16+00:00;Emy-les-Prés;641885;6875138;425985;95176;Cormeilles-en-Parisis;onstreetBus
47572;725487-734399;2014-12-29T00:00:00+00:00;2024-08-27T11:52:00+00:00;Docteur Roux;642558;6880834;420436;95607;Taverny;onstreetBus
421252;748703-748705;2016-01-29T21:15:29+00:00;2024-08-27T11:51:45+00:00;Croix de Bois;638715;6878176;421253;95306;Herblay;onstreetBus
52783;1286579-1286580;2014-12-29T00:00:00+00:00;2024-08-27T11:51:40+00:00;Cordonniers;649280;6882666;66742;95091;Bouffémont;onstreetBus
57438;57438-66132;2014-12-29T15:31:51+00:00;2024-08-27T11:51:27+00:00;Comédie Française;635799;6878075;66132;95306;Herblay;onstreetBus
52785;1188408-1188406;2014-12-29T00:00:00+00:00;2024-08-27T11:51:21+00:00;Collège de Vinci;649662;6882570;66730;95091;Bouffémont;onstreetBus
424286;879558-879559;2016-08-26T00:00:00+00:00;2024-08-27T11:51:11+00:00;Collège Isabelle Autissier;637000;6878252;424287;95306;Herblay;onstreetBus
49064;49064-65932;2014-12-29T15:31:51+00:00;2024-08-27T11:50:58+00:00;Collège Camille Claudel;640572;6877048;65932;95424;Montigny-lès-Cormeilles;onstreetBus
480808;1245714-1250547;2021-03-31T00:00:00+00:00;2024-08-27T11:50:21+00:00;Chemin Neuf;643932;6875807;65647;95252;Franconville;onstreetBus
48888;48888-65661;2014-12-29T15:31:51+00:00;2024-08-27T11:49:33+00:00;Bucherets;643868;6875975;65661;95252;Franconville;onstreetBus
48908;48908-65990;2014-12-29T15:31:51+00:00;2024-08-27T11:49:28+00:00;Bournouviers;637147;6877460;65990;95306;Herblay;onstreetBus
419829;725290-725292;2015-08-21T21:14:25+00:00;2024-08-27T11:48:28+00:00;Alexandre Dumas;637440;6877915;419830;95306;Herblay;onstreetBus
54166;1363211-1363210;2014-12-29T00:00:00+00:00;2024-08-27T11:32:54+00:00;Rue de Saint-Prix;647706;6879149;66373;95426;Montlignon;onstreetBus
54165;54165-66457;2014-12-29T15:31:51+00:00;2024-08-27T11:32:48+00:00;Route des Parquets;647427;6879899;66457;95426;Montlignon;onstreetBus
58672;58672-73957;2014-12-29T15:31:51+00:00;2024-08-27T11:32:44+00:00;Pompiers;646836;6877973;73957;95203;Eaubonne;onstreetBus
54164;54164-66298;2014-12-29T15:31:51+00:00;2024-08-27T11:32:43+00:00;Place du Souvenir;647550;6878709;66298;95426;Montlignon;onstreetBus
54176;54176-66247;2014-12-29T15:31:51+00:00;2024-08-27T11:31:44+00:00;Carrefour Bury;647430;6878459;66247;95426;Montlignon;onstreetBus
51930;51930-61598;2014-12-29T15:31:51+00:00;2024-08-19T14:15:32+00:00;Les Repentailles;701993;6813395;61598;77439;Salins;onstreetBus
426122;845486-845488;2017-03-29T21:11:21+00:00;2024-08-19T13:21:07+00:00;La Brunette;680970;6817316;426123;77441;Samois-sur-Seine;onstreetBus
45873;45873-1185581;2014-12-29T15:31:51+00:00;2024-08-05T22:40:48+00:00;Auber;650830;6863800;478926;75109;Paris 9e;railStation
49651;49651-66998;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Rue Neuve;658054;6885401;66998;95365;Mareil-en-France;onstreetBus
416399;664806-66789;2015-05-12T21:16:52+00:00;2024-08-02T17:20:20+00:00;Haute Borne;638230;6883188;66789;95394;Méry-sur-Oise;onstreetBus
58165;58165-67244;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Bois des Bonnets;656552;6893321;67244;95026;Asnières-sur-Oise;onstreetBus
58160;58160-67156;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Route de Survilliers;658650;6890095;67156;95352;Luzarches;onstreetBus
413482;591156-74219;2015-02-27T16:14:55+00:00;2024-08-02T17:20:20+00:00;Centre Commercial Le Grand Val;645032;6892009;74219;95313;L'Isle-Adam;onstreetBus
58992;58992-756884;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Van Gogh;649097;6894183;422258;95052;Beaumont-sur-Oise;onstreetBus
58994;58994-756945;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Roussel;648267;6893475;422267;95052;Beaumont-sur-Oise;onstreetBus
422210;756392-1319524;2016-04-14T21:27:04+00:00;2024-08-02T17:20:20+00:00;Souvenir;648325;6894377;422211;95052;Beaumont-sur-Oise;onstreetBus
422225;756551-1671622;2016-04-15T11:05:07+00:00;2024-08-02T17:20:20+00:00;Blum Senlis;648621;6894066;74100;95052;Beaumont-sur-Oise;onstreetBus
53651;53651-67330;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Centre Commercial;650712;6895589;67330;95116;Bruyères-sur-Oise;onstreetBus
49021;49021-67044;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Faisanderie;642280;6886431;67044;95392;Mériel;onstreetBus
51678;51678-67100;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Mairie;647185;6887986;67100;95445;Nerville-la-Forêt;onstreetBus
49712;724144-724146;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Mairie Gambetta;652110;6876350;65764;95288;Groslay;onstreetBus
49707;49707-69366;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;François Mauriac;668760;6885729;69366;95641;Vémars;onstreetBus
49675;49675-66706;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Eugène Varlin;661671;6882222;66706;95280;Goussainville;onstreetBus
49672;49672-66772;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Place Sydney Béchet;660789;6882809;66772;95280;Goussainville;onstreetBus
49670;49670-66725;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Camélinat;660882;6882425;66725;95280;Goussainville;onstreetBus
49648;1270868-1615227;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Église;661832;6885529;67003;95509;Puiseux-en-France;onstreetBus
49646;49646-69448;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Les Grands Prés;666998;6888975;69448;95604;Survilliers;onstreetBus
49645;49645-69453;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Chemin du Gué;666925;6889183;69453;95604;Survilliers;onstreetBus
49643;49643-69451;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Colombier;666649;6889179;69451;95604;Survilliers;onstreetBus
49640;49640-69442;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Monument;666312;6888817;69442;95604;Survilliers;onstreetBus
49611;1221541-1221542;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Place du 19 Mars 1962;663635;6888186;69427;95371;Marly-la-Ville;onstreetBus
49689;49689-65592;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Paul Langevin;656904;6875452;65592;95268;Garges-lès-Gonesse;onstreetBus
49685;1362911-1362910;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Raymond Lefevre;661480;6882137;66694;95280;Goussainville;onstreetBus
49774;49774-73534;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Marronniers;669158;6873324;73534;93073;Tremblay-en-France;onstreetBus
59180;59180-723661;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Parc Mail 1;662960;6878755;419649;95527;Roissy-en-France;onstreetBus
49728;49728-73524;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Bec Salé;666312;6872977;73524;93078;Villepinte;onstreetBus
46229;46229-73497;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Gros Saule;664816;6872270;73497;93005;Aulnay-sous-Bois;onstreetBus
58487;58487-73503;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Poste;667651;6872473;73503;93078;Villepinte;onstreetBus
58634;58634-69287;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Poste;664015;6882684;69287;95351;Louvres;onstreetBus
58631;58631-1463233;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Francis Auffray;654418;6874315;487076;93072;Stains;onstreetBus
46762;46762-1438360;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Auguste Renoir;662693;6872584;72756;93005;Aulnay-sous-Bois;onstreetBus
46746;46746-1433859;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Marché;663688;6882642;69282;95351;Louvres;onstreetBus
44262;44262-73486;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Parmentier;667899;6872052;73486;93078;Villepinte;onstreetBus
44239;1217582-1217583;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Parc de Louvres;663921;6883231;69297;95351;Louvres;onstreetBus
44220;44220-69179;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Orangerie;664870;6878232;69179;95527;Roissy-en-France;onstreetBus
57472;1217645-1816606;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Espace Prévert;672101;6876148;73724;77294;Mitry-Mory;onstreetBus
426545;1563194-1209718;2017-06-09T00:00:00+00:00;2024-08-02T17:02:44+00:00;Albert Camus / Les Cholettes;654042;6875467;65586;95585;Sarcelles;onstreetBus
414344;1319649-1319650;2015-03-09T00:00:00+00:00;2024-08-02T17:02:44+00:00;Bordeaux-Odent;669902;6900639;414345;60612;Senlis;onstreetBus
43250;43250-777409;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Garenne;677190;6884237;423625;77153;Dammartin-en-Goële;onstreetBus
44732;855117-1370000;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Rue de la Belle Borne;665568;6876736;73585;93073;Tremblay-en-France;onstreetBus
415501;651575-753714;2015-04-08T15:44:01+00:00;2024-08-02T17:02:44+00:00;Le Maroc;654698;6874745;72795;93072;Stains;onstreetBus
42229;42229-73466;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Arts;663738;6871460;73466;93005;Aulnay-sous-Bois;onstreetBus
43504;43504-69113;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;L'Orme aux Bergers;672228;6876034;69113;77294;Mitry-Mory;onstreetBus
42368;42368-73511;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Botticelli;663568;6872702;73511;93005;Aulnay-sous-Bois;onstreetBus
42395;42395-73523;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Briand;669319;6872853;73523;93073;Tremblay-en-France;onstreetBus
54828;54828-1799188;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Jules Ferry;658302;6877591;66075;95277;Gonesse;onstreetBus
424501;1306123-1486509;2016-09-26T00:00:00+00:00;2024-08-02T17:02:44+00:00;Allouettes;663162;6884157;488096;95509;Puiseux-en-France;onstreetBus
419652;723687-723685;2015-08-12T11:40:31+00:00;2024-08-02T17:02:44+00:00;Central Space - Bâtiment E;664671;6886765;69393;95371;Marly-la-Ville;onstreetBus
482865;1350784-1287468;2021-11-08T00:00:00+00:00;2024-08-02T17:02:44+00:00;Mairie;650281;6876919;65884;95428;Montmorency;onstreetBus
419492;721848-724019;2015-08-11T21:20:55+00:00;2024-08-02T17:02:44+00:00;Centre Ville;666697;6888541;419689;95604;Survilliers;onstreetBus
419496;721872-724026;2015-08-11T21:21:06+00:00;2024-08-02T17:02:44+00:00;Mairie;666650;6888742;69440;95604;Survilliers;onstreetBus
49590;49590-976458;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Le Moulin;664211;6883094;69291;95351;Louvres;onstreetBus
49563;49563-66602;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Centre de Secours;660507;6881283;66602;95280;Goussainville;onstreetBus
49820;49820-69309;2014-12-29T15:31:51+00:00;2024-08-02T16:30:30+00:00;Jeu d'Arc;674874;6883651;69309;77259;Longperrier;onstreetBus
49819;49819-69301;2014-12-29T15:31:51+00:00;2024-08-02T16:30:30+00:00;Ponceau;675065;6883390;69301;77259;Longperrier;onstreetBus
49762;49762-68974;2014-12-29T15:31:51+00:00;2024-08-02T16:30:30+00:00;Dijon;669698;6873512;68974;77294;Mitry-Mory;onstreetBus
49745;49745-69098;2014-12-29T15:31:51+00:00;2024-08-02T16:30:30+00:00;Papin;673548;6875890;69098;77294;Mitry-Mory;onstreetBus
